car_name,price,millage,location,history
2018 Ford Focus,"$9,500","37,153 miles","8.2 mi - Hillside, NJ","1 accident, 2 Owners, Personal use"
2019 Hyundai Santa Fe,"$21,249","23,235 miles","7.5 mi - Bloomfield, NJ","1 accident, 1 Owner, Personal use"
2019 Porsche Cayenne,"$67,995","7,396 miles","4.8 mi - New York, NY","No accidents, 1 Owner, Personal use"
2019 Toyota Corolla,"$14,242","11,271 miles","6.2 mi - Carlstadt, NJ","1 accident, 1 Owner, Personal use"
2017 Ford Escape,"$19,888","14,065 miles","8.2 mi - Long Island City, NY","3 accidents, 1 Owner, Personal use"
2018 Ford Explorer,"$19,905","33,345 miles","9.2 mi - Elizabeth, NJ","1 accident, 1 Owner, Personal use"
2017 Subaru Forester,"$19,477","39,654 miles","7.5 mi - Bloomfield, NJ","No accidents, 1 Owner, Personal use"
2015 Nissan GT-R,"$68,999","27,421 miles","7.4 mi - Staten Island, NY","No accidents, 2 Owners, Personal use"
2014 Ford Explorer,"$11,495","100,098 miles","7.8 mi - Elizabeth, NJ","No accidents, 1 Owner, Personal use"
2019 Lamborghini Urus,"$230,995","9,929 miles","4.8 mi - New York, NY","No accidents, 1 Owner, Personal use"
2008 Volkswagen Jetta,"$4,500","149,999 miles","4.3 mi - Kearny, NJ","No accidents, 4 Owners, Personal use"
2018 Porsche Macan,"$40,995","20,488 miles","4.8 mi - New York, NY","No accidents, 1 Owner, Personal use"
2015 BMW 4 Series,"$22,972","115,437 miles","1.3 mi - Jersey City, NJ","No accidents, 3 Owners, Personal use"
2019 Audi A5,"$39,986","6,540 miles","4.7 mi - Secaucus, NJ","No accidents, 1 Owner, Personal use"
2017 Honda Ridgeline,0,"63,326 miles","4.7 mi - Secaucus, NJ","1 accident, 1 Owner, Personal use"
2013 Subaru Impreza WRX,"$17,800","92,613 miles","1.3 mi - Jersey City, NJ","No accidents, 1 Owner, Personal use"
2017 Mercedes-Benz Metris Passenger Van,"$16,942","65,372 miles","6.2 mi - Carlstadt, NJ","No accidents, 1 Owner, Personal use"
2017 Volvo XC90,"$35,998","15,794 miles","4.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2011 Jeep Grand Cherokee,"$11,599","115,458 miles","4.1 mi - Union City, NJ","No accidents, 3 Owners, Personal use"
2013 Volkswagen Jetta,"$7,981","48,289 miles","5.1 mi - New York, NY","No accidents, 2 Owners, Personal use"
2012 GMC Acadia,"$7,950","133,794 miles","8.7 mi - Hillside, NJ","No accidents, 2 Owners, Personal use"
2010 Ford F-150,"$12,642","93,784 miles","6.2 mi - Carlstadt, NJ","No accidents, 2 Owners, Personal use"
2017 Lexus NX,"$29,995","15,147 miles","4.7 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Nissan Sentra,"$12,859","23,576 miles","7 mi - Brooklyn, NY","No accidents, 2 Owners, Fleet use"
2012 Toyota Prius,"$4,995","167,738 miles","8.8 mi - Hasbrouck Heights, NJ","3 accidents, 3 Owners, Personal use"
2019 Volvo XC90,"$48,595","18,069 miles","4.5 mi - New York, NY","No accidents, Personal use"
2017 Toyota Camry,"$15,208","29,879 miles","7.9 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2018 Jeep Grand Cherokee,"$25,888","9,991 miles","8.2 mi - Long Island City, NY","No accidents, 1 Owner, Fleet use"
2005 Mitsubishi Endeavor,"$2,200","185,900 miles","7.1 mi - Staten Island, NY","No accidents, 4 Owners, Personal use"
2019 Nissan Rogue,"$18,900","13,057 miles","8.2 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2019 Audi A4,"$33,686","5,665 miles","4.7 mi - Secaucus, NJ","No accidents, 1 Owner, Personal use"
2016 Volvo XC70,"$28,480","31,715 miles","4.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2014 Chrysler 300,"$12,999","142,077 miles","5.7 mi - Brooklyn, NY","No accidents, 2 Owners, Personal use"
2017 Honda Accord,"$17,999","37,240 miles","2.5 mi - Union City, NJ","1 accident, 1 Owner, Personal use"
2014 Honda Civic,"$13,450","108,441 miles","1.3 mi - Jersey City, NJ","No accidents, 2 Owners, Personal use"
2012 Chevrolet Silverado 1500,"$10,982","125,988 miles","8.4 mi - Hasbrouck Heights, NJ","2 accidents, 1 Owner, Personal use"
2017 Toyota RAV4,"$13,905","38,766 miles","9.2 mi - Elizabeth, NJ","1 accident, 1 Owner, Personal use"
2010 Toyota Sienna,"$6,995","169,905 miles","5.6 mi - Newark, NJ","No accidents, 2 Owners, Personal use"
2017 Honda HR-V,"$17,888","19,112 miles","7 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2015 Hyundai Sonata,"$7,800","95,090 miles","7.3 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$13,981","78,507 miles","8.2 mi - Long Island City, NY","No accidents, 1 Owner, Personal use"
2015 Porsche 911,"$125,995","9,298 miles","4.8 mi - New York, NY","No accidents, 2 Owners, Personal use"
1999 Honda CR-V,"$2,795","172,400 miles","7.1 mi - Staten Island, NY","2 accidents, 2 Owners, Personal use"
2015 Honda Odyssey,"$21,995","53,669 miles","2.9 mi - Union City, NJ","No accidents, 1 Owner, Personal use"
2017 Volvo V90 Cross Country,"$34,999","44,563 miles","4.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2007 BMW X5,"$7,750","121,777 miles","5.7 mi - Brooklyn, NY","No accidents, 4 Owners, Personal use"
2017 Toyota Camry,"$14,500","35,369 miles","8.2 mi - Hillside, NJ","No accidents, 2 Owners, Personal use"
2017 Mercedes-Benz CLA,"$23,574","23,496 miles","7.8 mi - Long Island City, NY","1 accident, 1 Owner, Personal use"
2019 Honda Accord,"$18,690","19,951 miles","10 mi - Elmhurst, NY","No accidents, 1 Owner, Personal use"
2014 BMW X5,"$18,995","90,068 miles","8.3 mi - Brooklyn, NY","1 accident, 4 Owners, Fleet use"
2017 Toyota RAV4,"$27,998","30,453 miles","7.1 mi - Brooklyn, NY","No accidents, 2 Owners, Personal use"
2000 Nissan Xterra,"$1,995","232,753 miles","8.8 mi - Hasbrouck Heights, NJ","1 accident, 5 Owners, Personal use"
2016 Lexus ES,"$24,295","18,354 miles","7 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2006 Nissan Altima,"$5,695","64,835 miles","6.5 mi - Belleville, NJ","1 accident, 4 Owners, Personal use"
2014 BMW X6,"$23,792","85,908 miles","1.3 mi - Jersey City, NJ","No accidents, 2 Owners, Personal use"
2016 Honda CR-V,"$15,499","114,290 miles","4.1 mi - Union City, NJ","No accidents, 1 Owner, Personal use"
2017 Ford Explorer,"$18,905","47,081 miles","9.2 mi - Elizabeth, NJ","No accidents, 1 Owner, Personal use"
2013 Mercedes-Benz GL,"$27,972","78,293 miles","1.3 mi - Jersey City, NJ","No accidents, 1 Owner, Personal use"
2019 Toyota RAV4,"$22,397","24,914 miles","4.6 mi - New York, NY","No accidents, 1 Owner, Personal use"
2018 Toyota Camry,"$16,995","27,668 miles","7.4 mi - Newark, NJ","No accidents, 2 Owners, Personal use"
2010 Nissan Rogue,"$4,500","131,568 miles","8.2 mi - Hillside, NJ","No accidents, 3 Owners, Personal use"
2017 Jeep Grand Cherokee,"$25,995","54,843 miles","2.9 mi - Union City, NJ","1 accident, 1 Owner, Personal use"
2013 BMW 5 Series,"$11,542","81,813 miles","6.2 mi - Carlstadt, NJ","No accidents, 2 Owners, Fleet use"
2020 Nissan Altima,"$19,995","7,753 miles","5.5 mi - Newark, NJ","No accidents, 1 Owner, Fleet use"
2017 Hyundai Elantra,"$8,900","47,482 miles","8.2 mi - Hillside, NJ","2 accidents, 3 Owners, Personal use"
2013 INFINITI JX35,"$12,495","110,616 miles","2.5 mi - Union City, NJ","No accidents, 2 Owners, Personal use"
2013 Nissan Sentra,"$5,295","130,782 miles","5.6 mi - Newark, NJ","No accidents, 2 Owners, Fleet use"
2019 Nissan Sentra,"$14,966","9,738 miles","7.5 mi - Bloomfield, NJ","No accidents, 1 Owner, Personal use"
2016 Mercedes-Benz Metris Passenger Van,"$15,900","53,819 miles","8.2 mi - Hillside, NJ","No accidents, 2 Owners, Personal use"
2017 Hyundai Santa Fe Sport,"$15,995","51,019 miles","8.3 mi - Long Island City, NY","No accidents, 1 Owner, Personal use"
2015 Nissan Armada,"$20,495","26,922 miles","7 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2017 Audi A4,"$17,495","34,719 miles","7.8 mi - Elizabeth, NJ","1 accident, 1 Owner, Fleet use"
2018 Honda HR-V,"$12,990","52,977 miles","10 mi - Elmhurst, NY","No accidents, 1 Owner, Personal use"
2017 Dodge Durango,"$21,995","67,842 miles","8.3 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2015 Nissan Altima,"$8,570","94,966 miles","7.5 mi - Bloomfield, NJ","No accidents, 3 Owners, Fleet use"
2019 Audi A5,"$38,686","5,649 miles","4.7 mi - Secaucus, NJ","No accidents, 1 Owner, Personal use"
2013 Toyota Sienna,"$15,995","67,211 miles","2.9 mi - Union City, NJ","1 accident, 1 Owner, Personal use"
2017 Audi A4,"$17,495","34,719 miles","7.8 mi - Elizabeth, NJ","1 accident, 1 Owner, Fleet use"
2019 Nissan Altima,"$15,905","33,099 miles","11 mi - Hackensack, NJ","No accidents, 1 Owner, Personal use"
2014 Toyota Sienna,"$9,995","125,102 miles","8.3 mi - Brooklyn, NY","No accidents, 2 Owners, Personal use"
2016 Ford Edge,"$12,995","110,020 miles","5.4 mi - Bayonne, NJ","No accidents, 1 Owner, Personal use"
2009 Toyota Venza,"$8,995","118,180 miles","2.9 mi - Union City, NJ","No accidents, 1 Owner, Personal use"
2012 Lexus RX,"$14,499","57,650 miles","8.7 mi - Teterboro, NJ","No accidents, 1 Owner, Personal use"
2019 Hyundai Santa Fe,"$21,249","23,235 miles","7.5 mi - Bloomfield, NJ","1 accident, 1 Owner, Personal use"
2018 Toyota Highlander,"$27,995","45,658 miles","9 mi - Ridgewood, NY","No accidents, 1 Owner, Fleet use"
2008 Chevrolet Equinox,"$2,999","139,628 miles","9.7 mi - Garfield, NJ","No accidents, 4 Owners, Personal use"
2009 Volvo XC70,"$4,999","148,870 miles","9.7 mi - Garfield, NJ","No accidents, 3 Owners, Personal use"
2018 Chevrolet Equinox,"$16,990","21,368 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Jeep Grand Cherokee,"$26,872","25,625 miles","22 mi - Hazlet, NJ","No accidents, 1 Owner, Personal use"
2020 Mercedes-Benz CLA,"$39,995","3,533 miles","12 mi - Union, NJ","No accidents, 1 Owner, Personal use"
2016 Land Rover Range Rover Sport,"$31,495","39,448 miles","17 mi - Bronx, NY","1 accident, 1 Owner, Personal use"
2013 Chevrolet Volt,"$9,990","101,828 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2013 BMW 7 Series,"$17,984","88,193 miles","1.3 mi - Jersey City, NJ","No accidents, 2 Owners, Personal use"
2013 GMC Acadia,"$18,453","61,021 miles","8 mi - Elizabeth, NJ","1 accident, 1 Owner, Personal use"
2017 Tesla Model S,"$47,990","40,663 miles","3.5 mi - New York, NY","No accidents, 2 Owners, Personal use"
2015 Volkswagen Jetta,"$8,995","87,088 miles","9.8 mi - Elmhurst, NY","No accidents, 1 Owner, Personal use"
2017 Volvo S60,"$18,495","34,696 miles","8.3 mi - Hasbrouck Heights, NJ","No accidents, 1 Owner, Personal use"
2019 Nissan Sentra,"$13,990","30,478 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2013 Ford Fusion,"$9,942","85,687 miles","6.2 mi - Carlstadt, NJ","No accidents, 3 Owners, Fleet use"
2017 Nissan Rogue,"$20,968","16,953 miles","7.9 mi - Hillside, NJ","1 accident, 1 Owner, Personal use"
2017 Subaru Forester,"$19,477","39,654 miles","7.5 mi - Bloomfield, NJ","No accidents, 1 Owner, Personal use"
2008 Lexus LS,"$13,449","103,284 miles","11 mi - Verona, NJ","No accidents, 1 Owner, Personal use"
2016 Chevrolet Cruze,"$11,994","11,190 miles","12 mi - Forest Hills, NY","No accidents, 1 Owner, Personal use"
2014 Volkswagen Passat,"$10,990","52,011 miles","3.5 mi - New York, NY","No accidents, 2 Owners, Fleet use"
2016 Porsche Macan,"$28,990","73,016 miles","3.5 mi - New York, NY","No accidents, 2 Owners, Personal use"
2017 Honda Accord,"$17,295","35,635 miles","11 mi - Union, NJ","No accidents, 2 Owners, Personal use"
2017 Toyota Camry,"$15,500","23,662 miles","24 mi - Mamaroneck, NY","No accidents, 1 Owner, Personal use"
2017 Jeep Grand Cherokee,"$26,590","22,004 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Ford Escape,"$14,990","35,938 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2013 Jeep Wrangler,"$18,799","116,499 miles","4.1 mi - Union City, NJ","1 accident, 2 Owners, Personal use"
2017 Nissan Sentra,"$8,990","32,324 miles","10 mi - Elmhurst, NY","No accidents, 1 Owner, Personal use"
2017 Nissan Altima,"$10,895","33,198 miles","10 mi - Lodi, NJ","No accidents, 1 Owner, Personal use"
2018 Audi S4,"$32,990","45,837 miles","10 mi - Elmhurst, NY","No accidents, 1 Owner, Personal use"
2019 Hyundai Tucson,"$14,495","28,268 miles","5.4 mi - Bayonne, NJ","No accidents, 1 Owner, Personal use"
2015 Honda Accord,"$14,542","20,132 miles","6.2 mi - Carlstadt, NJ","No accidents, 2 Owners, Personal use"
2017 Nissan Rogue,"$14,980","33,678 miles","20 mi - Yonkers, NY","No accidents, 2 Owners, Personal use"
2018 Audi A5,"$25,797","29,042 miles","13 mi - Little Falls, NJ","1 accident, 3 Owners, Personal use"
2016 Toyota Corolla,"$8,999","102,312 miles","8.6 mi - Irvington, NJ","No accidents, 2 Owners, Fleet use"
2009 Toyota Avalon,"$4,999","165,920 miles","9.7 mi - Garfield, NJ","No accidents, 1 Owner, Personal use"
2017 Toyota Camry,"$14,900","59,565 miles","3.5 mi - New York, NY","No accidents, 2 Owners, Fleet use"
2007 Ford Freestyle,"$2,995","85,785 miles","11 mi - Garfield, NJ","3 accidents, 3 Owners, Personal use"
2017 Nissan Sentra,"$13,888","27,176 miles","16 mi - Bronx, NY","No accidents, 1 Owner, Personal use"
2015 Lexus GX,"$27,495","60,200 miles","4.7 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$17,145","19,004 miles","7 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2019 Mazda CX-9,"$24,897","39,339 miles","4.6 mi - New York, NY","No accidents, 1 Owner, Personal use"
2020 Mercedes-Benz GLC,"$38,439","12,163 miles","12 mi - Englewood, NJ","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$16,295","21,805 miles","11 mi - Union, NJ","No accidents, 1 Owner, Personal use"
2017 Nissan Sentra,"$9,990","10,082 miles","10 mi - Elmhurst, NY","No accidents, 1 Owner, Personal use"
2019 Nissan Rogue,"$18,070","35,518 miles","0.6 mi - Jersey City, NJ","No accidents, 1 Owner, Personal use"
2017 Buick Envision,"$17,990","32,065 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 INFINITI QX50,"$16,750","40,949 miles","15 mi - Avenel, NJ","1 accident, 1 Owner, Personal use"
2019 Nissan Altima,"$16,903","3,797 miles","20 mi - Yonkers, NY","No accidents, 1 Owner, Personal use"
2008 Lexus RX,"$9,995","81,711 miles","8.8 mi - Hasbrouck Heights, NJ","No accidents, 3 Owners, Personal use"
2017 Mercedes-Benz E-Class,"$32,195","17,428 miles","8.8 mi - Hasbrouck Heights, NJ","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$15,927","15,369 miles","15 mi - West Caldwell, NJ","No accidents, 1 Owner, Personal use"
2014 BMW 6 Series,"$22,792","85,399 miles","1.3 mi - Jersey City, NJ","No accidents, 3 Owners, Fleet use"
2014 Volkswagen Jetta,"$5,995","97,783 miles","11 mi - Saddle Brook, NJ","No accidents, 1 Owner, Personal use"
2020 Toyota Corolla,"$15,997","35,412 miles","4.6 mi - New York, NY","No accidents, 1 Owner, Personal use"
2016 Ford F-150,"$29,536","29,705 miles","21 mi - Keyport, NJ","No accidents, 1 Owner, Personal use"
2017 Lexus ES,"$25,246","31,542 miles","22 mi - Edison, NJ","No accidents, 1 Owner, Personal use"
2008 BMW 3 Series,"$5,595","163,479 miles","15 mi - Jamaica, NY","No accidents, 4 Owners, Personal use"
2019 Kia Optima,"$16,990","9,243 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Fleet use"
2017 Jeep Grand Cherokee,"$20,900","25,711 miles","18 mi - Florham Park, NJ","No accidents, 1 Owner, Personal use"
2019 Ford Fiesta,"$11,297","29,921 miles","4.6 mi - New York, NY","No accidents, 1 Owner, Personal use"
2015 Mercedes-Benz M-Class,"$18,058","62,255 miles","12 mi - Forest Hills, NY","1 accident, 3 Owners, Personal use"
2014 Audi A4,"$13,995","66,262 miles","2.9 mi - Union City, NJ","No accidents, 1 Owner, Personal use"
2008 Jeep Grand Cherokee,"$3,999","154,025 miles","9.7 mi - Garfield, NJ","No accidents, 1 Owner, Personal use"
2017 BMW 3 Series,"$30,894","19,749 miles","21 mi - Morristown, NJ","No accidents, 1 Owner, Personal use"
2017 Kia Forte,"$10,900","9,040 miles","8.2 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2015 Ford Explorer,"$14,498","136,495 miles","8.8 mi - South Hackensack, NJ","1 accident, 1 Owner, Personal use"
2015 Kia Optima,"$10,997","24,059 miles","8.7 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2019 Hyundai Elantra,"$12,900","10,618 miles","8.2 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2008 Ford Taurus,"$5,495","50,120 miles","11 mi - Saddle Brook, NJ","No accidents, 2 Owners, Personal use"
2017 Honda Accord,"$19,795","27,522 miles","13 mi - Paramus, NJ","No accidents, 1 Owner, Personal use"
2016 Lexus GX,"$27,688","53,412 miles","13 mi - Little Falls, NJ","No accidents, 1 Owner, Fleet use"
2017 Mercedes-Benz C-Class,"$23,995","20,351 miles","7.8 mi - Elizabeth, NJ","1 accident, 1 Owner, Personal use"
2017 Nissan Rogue,"$15,275","45,410 miles","21 mi - Belford, NJ","No accidents, 1 Owner, Personal use"
2019 Hyundai Sonata,"$14,680","11,715 miles","19 mi - Wayne, NJ","No accidents, 1 Owner, Personal use"
2011 Nissan Sentra,"$4,495","128,776 miles","6.5 mi - Belleville, NJ","No accidents, 2 Owners, Personal use"
2017 Chrysler Pacifica,"$23,722","7,959 miles","12 mi - Forest Hills, NY","No accidents, 1 Owner, Personal use"
2010 Mercedes-Benz GLK,"$9,998","87,310 miles","20 mi - Yonkers, NY","No accidents, 4 Owners, Personal use"
2017 Toyota Camry,"$17,990","7,126 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2006 BMW 3 Series,"$4,995","150,452 miles","11 mi - Garfield, NJ","2 accidents, 2 Owners, Personal use"
2017 Nissan Altima,"$13,990","47,830 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Fleet use"
2011 Ford Escape,"$5,995","115,116 miles","8.2 mi - Long Island City, NY","2 accidents, 4 Owners, Fleet use"
2011 GMC Acadia,"$4,900","174,454 miles","8.2 mi - Hillside, NJ","2 accidents, 4 Owners, Personal use"
2017 Acura RDX,"$16,990","54,734 miles","10 mi - Elmhurst, NY","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$18,995","25,989 miles","2.9 mi - Union City, NJ","No accidents, 1 Owner, Personal use"
2016 Volkswagen Jetta,"$15,981","61,727 miles","5.1 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$16,536","29,588 miles","11 mi - Union, NJ","No accidents, 1 Owner, Personal use"
2017 Toyota RAV4,"$14,990","19,318 miles","10 mi - Elmhurst, NY","No accidents, 1 Owner, Personal use"
2019 Subaru Impreza,"$16,542","11,615 miles","6.2 mi - Carlstadt, NJ","No accidents, 1 Owner, Fleet use"
2007 Jeep Liberty,"$3,999","109,811 miles","8.7 mi - Teterboro, NJ","No accidents, 3 Owners, Personal use"
2019 Subaru Impreza,"$18,488","1,130 miles","7.5 mi - Bloomfield, NJ","No accidents, 1 Owner, Personal use"
2016 Honda Odyssey,"$16,995","72,397 miles","2.9 mi - Union City, NJ","No accidents, 2 Owners, Personal use"
2009 Kia Sorento,"$5,795","78,100 miles","6.7 mi - Lyndhurst, NJ","No accidents, 4 Owners, Personal use"
2017 Hyundai Tucson,"$21,900","27,027 miles","4.3 mi - Kearny, NJ","No accidents, 1 Owner, Personal use"
2019 Kia Optima,"$13,555","19,458 miles","5.7 mi - Newark, NJ","No accidents, 2 Owners, Fleet use"
2012 BMW 5 Series,"$9,995","114,168 miles","5.4 mi - Bayonne, NJ","No accidents, 4 Owners, Fleet use"
2017 Mercedes-Benz GLC,"$35,706","23,269 miles","5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 BMW X5,"$26,905","49,043 miles","9.2 mi - Elizabeth, NJ","No accidents, 1 Owner, Personal use"
2012 BMW X5,"$12,599","95,345 miles","7.3 mi - Brooklyn, NY","No accidents, 2 Owners, Personal use"
2012 Toyota Corolla,"$7,942","89,951 miles","6.2 mi - Carlstadt, NJ","1 accident, 3 Owners, Personal use"
2017 Lexus IS,"$26,995","13,023 miles","4.7 mi - New York, NY","No accidents, 1 Owner, Personal use"
2018 Mercedes-Benz C-Class,"$26,295","29,765 miles","8.8 mi - Hasbrouck Heights, NJ","No accidents, 1 Owner, Personal use"
2017 GMC Savana Passenger,"$17,542","35,916 miles","6.2 mi - Carlstadt, NJ","No accidents, 1 Owner, Personal use"
2017 Lincoln MKX,"$19,501","52,979 miles","11 mi - Verona, NJ","No accidents, 4 Owners, Fleet use"
2017 Mercedes-Benz S-Class,"$59,901","37,478 miles","5 mi - New York, NY","No accidents, 2 Owners, Personal use"
2018 Audi Q7,"$49,686","16,588 miles","4.7 mi - Secaucus, NJ","1 accident, 1 Owner, Personal use"
2017 Kia Forte,"$10,900","9,040 miles","8.2 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2016 Ford Explorer,"$14,495","123,686 miles","7.8 mi - Elizabeth, NJ","1 accident, 1 Owner, Personal use"
2019 Hyundai Elantra,"$12,900","10,618 miles","8.2 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2014 Toyota Sienna,"$9,995","125,102 miles","8.3 mi - Brooklyn, NY","No accidents, 2 Owners, Personal use"
2011 Ford Escape,"$5,995","115,116 miles","8.2 mi - Long Island City, NY","2 accidents, 4 Owners, Fleet use"
2018 Chevrolet Malibu,"$13,642","42,701 miles","6.2 mi - Carlstadt, NJ","No accidents, 1 Owner, Fleet use"
2017 Nissan Rogue,"$16,428","39,284 miles","7.9 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2019 Mercedes-Benz GLC,"$42,999","7,221 miles","12 mi - Union, NJ","No accidents, 1 Owner, Personal use"
2019 Mercedes-Benz GLC,"$42,999","5,969 miles","12 mi - Union, NJ","No accidents, 1 Owner, Personal use"
2020 Mercedes-Benz GLC,"$43,862","4,698 miles","17 mi - Paramus, NJ","No accidents, 1 Owner, Personal use"
2016 Volvo XC60,"$24,995","33,564 miles","8.3 mi - Hasbrouck Heights, NJ","No accidents, 1 Owner, Personal use"
2017 Ford Edge,"$19,990","52,323 miles","3.5 mi - New York, NY","No accidents, 2 Owners, Fleet use"
2017 Ford Escape,"$17,495","48,889 miles","12 mi - Hackensack, NJ","No accidents, 1 Owner, Personal use"
2019 Nissan Maxima,"$22,097","29,977 miles","4.6 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Nissan Sentra,"$10,255","35,864 miles","20 mi - Yonkers, NY","2 accidents, 2 Owners, Personal use"
2017 Chevrolet Equinox,"$15,590","37,125 miles","3.5 mi - New York, NY","No accidents, 2 Owners, Personal use"
2017 Toyota Highlander,"$22,900","49,783 miles","9.6 mi - Elmhurst, NY","No accidents, 1 Owner, Personal use"
2017 BMW X3,"$20,590","42,850 miles","3.5 mi - New York, NY","No accidents, 2 Owners, Personal use"
2019 Ford Transit Passenger Wagon,"$29,995","18,117 miles","12 mi - Hackensack, NJ","No accidents, 1 Owner, Personal use"
2019 Nissan Sentra,"$14,997","28,605 miles","1.7 mi - Jersey City, NJ","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$14,905","29,540 miles","9.2 mi - Elizabeth, NJ","1 accident, 1 Owner, Personal use"
2019 Jeep Compass,"$16,890","37,298 miles","19 mi - Valley Stream, NY","No accidents, 1 Owner, Fleet use"
2017 Honda Civic,"$15,500","24,694 miles","22 mi - Old Bridge, NJ","No accidents, 1 Owner, Personal use"
2017 Toyota Highlander,"$22,990","35,725 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Ford Escape,"$13,895","34,122 miles","13 mi - Rahway, NJ","No accidents, 1 Owner, Fleet use"
2014 Mercedes-Benz GL,"$16,777","95,426 miles","8.7 mi - Hillside, NJ","No accidents, 2 Owners, Personal use"
2017 Honda Accord,"$17,995","43,266 miles","13 mi - Paramus, NJ","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$13,951","50,104 miles","9.2 mi - Woodside, NY","No accidents, 1 Owner, Fleet use"
2017 Volvo XC90,"$33,998","31,193 miles","4.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 GMC Acadia,"$18,501","67,566 miles","25 mi - Mahwah, NJ","No accidents, 1 Owner, Personal use"
2010 Jeep Wrangler,"$10,995","128,423 miles","9.6 mi - Ridgewood, NY","2 accidents, 3 Owners, Fleet use"
2017 Nissan Murano,"$19,990","35,573 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Fleet use"
2018 Lexus RX,"$38,490","9,575 miles","4.7 mi - New York, NY","No accidents, 1 Owner, Personal use"
2006 Toyota 4Runner,"$9,995","113,245 miles","2.9 mi - Union City, NJ","No accidents, 4 Owners, Personal use"
2016 BMW i3,"$16,590","31,627 miles","3.5 mi - New York, NY","No accidents, 2 Owners, Personal use"
2018 Toyota Corolla,"$11,988","41,749 miles","23 mi - Green Brook, NJ","No accidents, 2 Owners, Personal use"
2020 Buick Enclave,"$33,797","20,126 miles","4.6 mi - New York, NY","No accidents, 1 Owner, Personal use"
2010 Nissan Maxima,"$8,995","92,517 miles","5.5 mi - Newark, NJ","1 accident, 4 Owners, Fleet use"
2017 Subaru Impreza,"$16,942","26,484 miles","6.2 mi - Carlstadt, NJ","1 accident, 1 Owner, Personal use"
2016 Nissan Altima,"$9,999","79,402 miles","8.6 mi - Irvington, NJ","1 accident, 1 Owner, Fleet use"
2014 Lexus ES,"$14,999","76,382 miles","9.7 mi - Elmhurst, NY","No accidents, 2 Owners, Personal use"
2014 Audi R8,"$89,995","33,453 miles","4.3 mi - Newark, NJ","No accidents, 3 Owners, Fleet use"
2017 Kia Forte,"$9,900","30,831 miles","4.4 mi - Bayonne, NJ","No accidents, 1 Owner, Fleet use"
2017 Mercedes-Benz GLE,"$40,901","27,029 miles","5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Jaguar F-PACE,"$31,900","35,777 miles","4.3 mi - Kearny, NJ","No accidents, 1 Owner, Personal use"
2011 Jeep Compass,"$5,795","137,217 miles","6.5 mi - Belleville, NJ","1 accident, 3 Owners, Personal use"
2020 Nissan Altima,"$17,990","15,832 miles","7 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2016 Mercedes-Benz Sprinter Passenger Van,"$28,945","48,486 miles","8.8 mi - Hasbrouck Heights, NJ","No accidents, 1 Owner, Personal use"
2015 BMW 3 Series,"$12,942","77,442 miles","6.2 mi - Carlstadt, NJ","1 accident, 3 Owners, Fleet use"
